drug_id,cellline_id,cancer_type,IC50,IC50_predicted
25222038,ACH-000048,OV,-1.1537,-1.0540
11713159,ACH-000103,OV,4.6268,3.4279
11713159,ACH-000001,OV,1.4818,2.1510
11713159,ACH-000704,OV,2.9713,1.4574
11713159,ACH-000527,OV,1.9838,2.0783
11713159,ACH-000663,OV,-0.0047,1.4064
11713159,ACH-000719,OV,2.7169,2.4575
53302361,ACH-000103,OV,4.0413,2.7228
53302361,ACH-000574,OV,-0.2323,1.2688
53302361,ACH-000291,OV,1.9278,0.9794
53302361,ACH-000527,OV,1.7661,1.8930
560326,ACH-000713,OV,6.5757,6.1029
560326,ACH-000103,OV,9.6676,7.8090
560326,ACH-000291,OV,6.6653,6.4826
560326,ACH-000719,OV,6.5719,7.3910
560326,ACH-000885,OV,9.0877,6.5368
3005532,ACH-000308,OV,3.6515,2.5931
3005532,ACH-000906,OV,2.2961,1.8989
3005532,ACH-000704,OV,2.8798,1.8049
3005532,ACH-000663,OV,0.9088,1.6471
10027278,ACH-000713,OV,2.5489,2.7356
10027278,ACH-000936,OV,1.4797,1.5375
10027278,ACH-000704,OV,2.1601,1.1541
10027278,ACH-000696,OV,1.2328,1.3622
10027278,ACH-000811,OV,0.9040,1.6154
5208,ACH-000103,OV,0.6082,1.3135
5208,ACH-000574,OV,-0.3180,0.4835
5208,ACH-000001,OV,-0.8200,0.3225
5208,ACH-000291,OV,-0.1006,0.1643
5208,ACH-000719,OV,-0.3671,0.2807
3218,ACH-000308,OV,3.1429,3.6703
3218,ACH-000574,OV,2.8622,3.3022
3218,ACH-000291,OV,1.3357,2.9345
3218,ACH-000696,OV,2.3708,2.4675
3463933,ACH-000308,OV,2.4365,3.2728
3463933,ACH-000574,OV,2.1263,2.1464
3463933,ACH-000116,OV,2.5696,1.8443
3463933,ACH-000704,OV,0.9318,1.1678
3463933,ACH-000291,OV,0.2974,1.9930
3463933,ACH-000527,OV,1.9567,1.8703
6753378,ACH-000116,OV,3.8065,2.4347
6753378,ACH-000704,OV,2.9139,2.2884
521106,ACH-000906,OV,3.1117,3.9406
521106,ACH-000001,OV,3.4564,4.9910
521106,ACH-000291,OV,6.7524,4.6920
521106,ACH-000719,OV,3.6858,4.6635
25022668,ACH-000308,OV,4.6640,4.9783
25022668,ACH-000116,OV,3.3800,4.1625
25022668,ACH-000527,OV,5.5382,3.9696
10200390,ACH-000663,OV,0.2601,1.6902
10200390,ACH-000048,OV,0.4289,0.9091
3385,ACH-000001,OV,6.5023,5.4928
3385,ACH-000116,OV,5.1849,3.2737
3385,ACH-000947,OV,2.0800,4.1311
3385,ACH-000719,OV,4.3570,3.1859
446378,ACH-000936,OV,-3.6752,-4.7139
446378,ACH-000116,OV,-2.8910,-3.9193
446378,ACH-000704,OV,-3.7441,-4.8838
446378,ACH-000719,OV,-3.6493,-2.7224
11404337,ACH-000885,OV,4.5468,-0.1804
24785538,ACH-000574,OV,0.9357,1.4448
24785538,ACH-000116,OV,1.0296,0.2305
24785538,ACH-000704,OV,0.6031,-0.2222
24785538,ACH-000663,OV,0.2655,-0.5879
24785538,ACH-000811,OV,-0.6913,-0.2638
11640390,ACH-000308,OV,4.0178,3.0559
11640390,ACH-000936,OV,4.0510,1.9218
11640390,ACH-000906,OV,3.2133,2.4463
11640390,ACH-000885,OV,3.7679,2.7282
82146,ACH-000906,OV,4.1632,3.9223
82146,ACH-000001,OV,3.0395,3.2470
82146,ACH-000116,OV,3.6185,3.9720
82146,ACH-000291,OV,3.9877,4.0652
82146,ACH-000617,OV,3.4736,3.2901
54676905,ACH-000001,OV,4.3297,4.6992
54676905,ACH-000704,OV,4.1411,4.4518
54676905,ACH-000617,OV,5.0530,4.4747
11617559,ACH-000527,OV,6.3828,5.5134
10096043,ACH-000308,OV,-2.7402,-2.1511
10096043,ACH-000001,OV,-2.1884,-2.6333
10096043,ACH-000704,OV,-3.3472,-3.5604
8249,ACH-000574,OV,8.1116,7.9548
8249,ACH-000001,OV,7.4609,7.9347
8249,ACH-000291,OV,6.0754,7.9517
8249,ACH-000663,OV,7.9954,7.9027
5280757,ACH-000308,OV,-1.2863,-2.6180
5280757,ACH-000001,OV,-2.9537,-2.6152
5280757,ACH-000704,OV,-2.2191,-2.8372
5280757,ACH-000663,OV,-2.4131,-3.0275
5280757,ACH-000048,OV,-2.4638,-3.0537
10113978,ACH-000936,OV,3.9869,3.1648
10113978,ACH-000704,OV,4.1276,3.1797
10113978,ACH-000885,OV,4.7451,3.0110
6445533,ACH-000704,OV,-3.3148,-2.9374
6445533,ACH-000443,OV,-0.7579,-1.2808
448013,ACH-000116,OV,-4.8627,-4.7280
448013,ACH-000617,OV,-6.3458,-6.0413
448013,ACH-000811,OV,-5.6363,-6.0647
25124816,ACH-000308,OV,2.9968,2.8715
25124816,ACH-000906,OV,2.2850,2.4008
25124816,ACH-000527,OV,2.9788,2.4015
9813758,ACH-000103,OV,2.6099,4.1758
9813758,ACH-000906,OV,1.9018,2.7365
9813758,ACH-000001,OV,4.6506,4.7669
9813758,ACH-000091,OV,2.7836,3.0796
9813758,ACH-000617,OV,3.3818,3.5974
159324,ACH-000936,OV,-0.1869,1.4369
159324,ACH-000617,OV,0.7230,1.2562
159324,ACH-000443,OV,4.6930,4.2549
159324,ACH-000811,OV,0.3344,1.0156
159324,ACH-000885,OV,5.6013,2.2997
25126798,ACH-000906,OV,3.9245,3.7712
25126798,ACH-000132,OV,3.9625,4.0090
10109823,ACH-000906,OV,3.5733,2.6740
10109823,ACH-000574,OV,1.8685,2.1317
6450816,ACH-000713,OV,-3.0151,-2.4605
6450816,ACH-000103,OV,-1.0720,0.4513
6450816,ACH-000906,OV,-1.6554,-2.0626
6450816,ACH-000617,OV,0.5467,-1.2507
6450816,ACH-000527,OV,-1.6342,-2.1372
6450816,ACH-000443,OV,2.2519,1.1848
6450816,ACH-000663,OV,-0.9878,-1.2194
6450816,ACH-000719,OV,-2.4322,-1.6828
11338033,ACH-000936,OV,1.0197,0.8022
11338033,ACH-000906,OV,0.0872,0.6659
11338033,ACH-000574,OV,1.3405,0.9843
11338033,ACH-000291,OV,0.9144,1.4753
9952773,ACH-000103,OV,5.7354,5.5476
9952773,ACH-000936,OV,4.0247,4.2335
9952773,ACH-000116,OV,3.9226,4.2527
9952773,ACH-000443,OV,6.7632,5.6953
9952773,ACH-000719,OV,3.5609,4.1429
9952773,ACH-000048,OV,1.9505,3.1073
11754511,ACH-000713,OV,0.4658,3.0350
11754511,ACH-000001,OV,4.8156,4.5463
11754511,ACH-000704,OV,2.3193,3.8355
11754511,ACH-000443,OV,5.0396,3.8862
11647372,ACH-000443,OV,1.9666,1.8009
5289247,ACH-000713,OV,2.7274,3.0945
5289247,ACH-000936,OV,3.0911,2.8661
5289247,ACH-000001,OV,5.2179,4.6029
5289247,ACH-000048,OV,1.9868,2.3444
46885626,ACH-000704,OV,1.8866,2.8349
46885626,ACH-000291,OV,4.0657,2.9957
46885626,ACH-000527,OV,1.6770,1.7999
46885626,ACH-000947,OV,4.2704,3.0772
46885626,ACH-000811,OV,1.9318,1.0997
176167,ACH-000906,OV,4.5778,2.8200
176167,ACH-000688,OV,0.3276,2.9421
11373846,ACH-000308,OV,6.6264,5.6853
11373846,ACH-000132,OV,5.5707,4.7121
11373846,ACH-000001,OV,6.0299,5.8136
11373846,ACH-000688,OV,2.1127,5.1242
11373846,ACH-000696,OV,4.4306,4.3189
11373846,ACH-000527,OV,6.0088,4.9756
11373846,ACH-000443,OV,7.3296,5.9731
11625818,ACH-000132,OV,5.6937,4.5905
11625818,ACH-000091,OV,4.7982,4.5047
11625818,ACH-000291,OV,6.2133,4.8912
11625818,ACH-000527,OV,4.0885,4.1339
11625818,ACH-000811,OV,4.1776,4.3106
25102847,ACH-000103,OV,2.4948,4.2417
25102847,ACH-000308,OV,3.4209,3.4741
25102847,ACH-000704,OV,3.0195,3.2417
25102847,ACH-000091,OV,2.2448,3.1070
25102847,ACH-000688,OV,1.9491,3.0214
25102847,ACH-000291,OV,4.0418,2.8980
25102847,ACH-000617,OV,3.2642,3.2623
25102847,ACH-000443,OV,1.8842,4.2823
25102847,ACH-000885,OV,4.4069,2.5388
24889392,ACH-000116,OV,3.0843,2.1617
24889392,ACH-000091,OV,2.6157,2.5153
24889392,ACH-000291,OV,1.3443,2.8188
24889392,ACH-000947,OV,2.7832,2.3370
9874913,ACH-000527,OV,4.5719,4.1524
704473,ACH-000116,OV,4.6103,4.6896
53340664,ACH-000713,OV,2.3768,2.7889
53340664,ACH-000001,OV,5.2911,4.7587
53340664,ACH-000719,OV,1.8728,2.7270
53340664,ACH-000811,OV,2.6377,2.7251
11634725,ACH-000713,OV,2.8164,2.9611
11634725,ACH-000688,OV,4.7711,2.7311
11634725,ACH-000291,OV,2.5930,2.2010
11634725,ACH-000617,OV,2.8816,2.9720
11634725,ACH-000885,OV,4.3027,3.0239
11493598,ACH-000103,OV,6.7140,5.8175
11493598,ACH-000132,OV,4.0673,5.1525
11493598,ACH-000696,OV,3.9709,4.7307
11493598,ACH-000663,OV,4.9705,5.0361
11493598,ACH-000811,OV,4.9304,4.9881
53394750,ACH-000704,OV,4.7062,5.2821
53394750,ACH-000696,OV,2.1713,3.9944
53394750,ACH-000719,OV,4.9450,4.2943
9910224,ACH-000936,OV,5.5311,5.7516
9910224,ACH-000291,OV,6.2665,5.6032
11178236,ACH-000116,OV,-3.7967,-4.2305
11178236,ACH-000696,OV,-5.4358,-4.6888
11178236,ACH-000527,OV,-5.6016,-4.3819
11178236,ACH-000947,OV,0.4711,0.2558
11178236,ACH-000811,OV,-5.9451,-4.4248
11178236,ACH-000885,OV,-5.3603,-3.8546
42640,ACH-000574,OV,3.9654,4.0170
42640,ACH-000001,OV,6.0323,5.5363
42640,ACH-000048,OV,3.4755,2.8605
24894414,ACH-000308,OV,4.5548,4.5536
24894414,ACH-000936,OV,4.5561,4.0575
24894414,ACH-000574,OV,5.0200,4.3768
24894414,ACH-000132,OV,4.6025,3.7305
24894414,ACH-000001,OV,3.2977,4.5345
24894414,ACH-000617,OV,5.0495,4.0777
24894414,ACH-000696,OV,2.9860,3.5201
6918848,ACH-000308,OV,1.4772,-0.2699
6918848,ACH-000574,OV,2.1707,0.0404
6918848,ACH-000704,OV,0.2860,-0.0503
6918848,ACH-000443,OV,-0.0025,3.0185
6918848,ACH-000663,OV,0.1021,-0.1388
24756910,ACH-000308,OV,1.2083,-0.2370
24756910,ACH-000132,OV,-0.9801,-0.4126
24756910,ACH-000617,OV,0.7398,-0.3647
24756910,ACH-000048,OV,-1.0201,-1.0284
6918638,ACH-000696,OV,-1.5499,-0.0145
6918638,ACH-000443,OV,-0.1838,1.3013
6918638,ACH-000663,OV,0.4162,0.4648
46943432,ACH-000936,OV,5.0155,3.9658
46943432,ACH-000906,OV,3.6708,3.1386
46943432,ACH-000091,OV,2.6479,4.0774
46943432,ACH-000696,OV,2.5951,3.7698
46943432,ACH-000527,OV,4.1758,3.7977
24951314,ACH-000001,OV,6.0323,5.0070
24951314,ACH-000704,OV,1.4527,1.1596
24951314,ACH-000091,OV,0.9570,0.8378
24951314,ACH-000291,OV,1.7059,1.3057
24951314,ACH-000527,OV,1.0534,0.4370
24951314,ACH-000663,OV,1.2992,1.1535
24951314,ACH-000811,OV,-0.1916,0.3360
24951314,ACH-000048,OV,0.1015,-0.0628
11485656,ACH-000906,OV,2.0205,2.2840
11485656,ACH-000116,OV,3.3042,2.8230
11485656,ACH-000291,OV,3.0193,3.0225
11485656,ACH-000048,OV,1.7990,1.5967
46931012,ACH-000308,OV,4.3214,4.8705
46931012,ACH-000688,OV,3.3311,4.1866
46931012,ACH-000617,OV,3.9896,4.9667
46931012,ACH-000947,OV,5.1467,4.6332
49806720,ACH-000906,OV,3.8963,3.5642
49806720,ACH-000574,OV,4.0727,3.9518
49806720,ACH-000291,OV,4.6928,4.0932
49806720,ACH-000947,OV,4.5852,3.6796
49806720,ACH-000443,OV,5.1468,4.9048
49806720,ACH-000663,OV,4.0749,3.6553
6445562,ACH-000713,OV,1.3488,1.1887
6445562,ACH-000308,OV,0.4113,2.6587
6445562,ACH-000704,OV,2.0113,1.6770
6445562,ACH-000663,OV,0.8021,2.0508
25167777,ACH-000906,OV,-1.6160,-3.7120
25167777,ACH-000696,OV,-3.7035,-2.9932
25167777,ACH-000527,OV,-5.2126,-3.7690
56965967,ACH-000713,OV,3.2308,3.0877
56965967,ACH-000001,OV,6.0166,5.0755
56965967,ACH-000617,OV,4.2602,3.9332
56965967,ACH-000443,OV,3.5086,4.6220
56965967,ACH-000663,OV,3.9004,3.0905
56965967,ACH-000811,OV,3.0002,3.0075
3796,ACH-000116,OV,3.9910,4.1114
3796,ACH-000696,OV,3.5489,3.7726
3796,ACH-000947,OV,2.9984,4.1044
3796,ACH-000719,OV,2.3259,4.2127
3796,ACH-000811,OV,3.6573,3.7414
3796,ACH-000885,OV,4.9279,4.3813
11676786,ACH-000617,OV,3.2248,1.6663
10451420,ACH-000574,OV,4.8801,5.2034
10451420,ACH-000696,OV,2.7606,4.2591
10451420,ACH-000947,OV,5.5344,5.6237
10451420,ACH-000663,OV,5.0637,4.6542
10451420,ACH-000811,OV,5.3248,4.8034
44143370,ACH-000308,OV,4.1355,4.3623
44143370,ACH-000936,OV,3.2213,3.5111
44143370,ACH-000091,OV,3.0447,3.0258
44143370,ACH-000443,OV,3.9548,4.4935
10074640,ACH-000704,OV,4.9350,4.0653
10074640,ACH-000527,OV,3.4752,3.3871
10074640,ACH-000719,OV,3.7039,3.3486
10074640,ACH-000048,OV,3.0161,2.0206
11282283,ACH-000713,OV,3.4960,2.9178
11282283,ACH-000574,OV,4.6251,3.6693
11282283,ACH-000291,OV,4.0412,4.0599
11282283,ACH-000527,OV,4.5917,3.2898
11282283,ACH-000885,OV,5.1241,3.5681
25195352,ACH-000936,OV,3.0554,3.9302
25195352,ACH-000906,OV,3.6090,2.8737
25195352,ACH-000574,OV,3.7542,4.1263
25195352,ACH-000704,OV,5.2465,4.2170
25195352,ACH-000091,OV,3.9296,4.0936
25195352,ACH-000617,OV,4.7137,4.3737
25195352,ACH-000663,OV,4.5493,3.8721
16747388,ACH-000906,OV,2.0372,1.9649
16747388,ACH-000132,OV,3.0585,3.0634
16747388,ACH-000001,OV,5.3467,5.2587
16747388,ACH-000116,OV,2.0495,3.6461
16747388,ACH-000091,OV,3.9595,2.7379
16747388,ACH-000291,OV,1.7339,2.9763
16747388,ACH-000885,OV,3.5113,4.2286
9868037,ACH-000103,OV,4.6803,4.9580
9868037,ACH-000906,OV,3.7098,2.9293
9868037,ACH-000704,OV,3.6162,4.3121
44224160,ACH-000291,OV,1.0529,2.0812
44224160,ACH-000527,OV,-0.1979,-0.5901
44224160,ACH-000947,OV,2.6711,2.7319
216239,ACH-000617,OV,1.2983,2.2410
25257557,ACH-000308,OV,2.3220,4.3865
25257557,ACH-000936,OV,3.5427,2.6745
25257557,ACH-000132,OV,3.2986,3.0826
25257557,ACH-000001,OV,5.3629,4.8936
25257557,ACH-000116,OV,5.4433,3.0356
25257557,ACH-000704,OV,4.2588,3.6353
25257557,ACH-000696,OV,-0.1384,2.3881
25257557,ACH-000527,OV,2.5323,2.9444
25257557,ACH-000947,OV,0.8013,3.7589
25257557,ACH-000443,OV,4.2650,4.0565
46191454,ACH-000308,OV,3.4660,2.8959
46191454,ACH-000906,OV,2.7127,1.4965
46191454,ACH-000574,OV,2.5238,2.7739
46191454,ACH-000091,OV,2.5735,3.1011
46191454,ACH-000696,OV,1.9178,1.9159
46191454,ACH-000947,OV,3.7164,3.7371
46191454,ACH-000885,OV,4.2289,3.1261
9884685,ACH-000574,OV,-0.0258,-0.4201
9884685,ACH-000132,OV,1.8554,2.3280
9884685,ACH-000001,OV,5.3629,4.8687
9884685,ACH-000116,OV,-0.2099,-0.2599
9884685,ACH-000704,OV,1.1127,1.5675
9884685,ACH-000527,OV,-1.9080,-0.7203
6852167,ACH-000103,OV,4.1898,3.8987
6852167,ACH-000308,OV,3.2959,3.3676
6852167,ACH-000936,OV,3.8202,2.8224
6852167,ACH-000091,OV,2.8816,3.0580
6852167,ACH-000048,OV,1.8891,1.6812
6852167,ACH-000885,OV,5.1711,3.1608
9967941,ACH-000103,OV,4.4611,5.0285
9967941,ACH-000704,OV,5.3765,4.0414
9967941,ACH-000719,OV,1.5563,3.9080
9903786,ACH-000713,OV,2.8630,3.1962
9903786,ACH-000103,OV,6.0087,4.5205
9903786,ACH-000116,OV,1.9969,3.3735
9903786,ACH-000617,OV,2.5950,4.0658
9903786,ACH-000527,OV,3.0363,3.0558
9903786,ACH-000048,OV,1.4510,2.0448
16722836,ACH-000001,OV,5.3629,4.4133
16722836,ACH-000291,OV,3.2237,3.0177
16722836,ACH-000443,OV,3.1218,3.1399
16722836,ACH-000048,OV,1.7317,1.1293
42642645,ACH-000713,OV,-0.5855,0.7939
42642645,ACH-000574,OV,-0.2353,0.3050
42642645,ACH-000132,OV,-0.0379,0.1941
42642645,ACH-000291,OV,0.8938,0.2238
42642645,ACH-000696,OV,-0.5119,-0.0648
42642645,ACH-000527,OV,0.2099,0.7098
42642645,ACH-000885,OV,0.7360,0.6751
9810884,ACH-000906,OV,3.3945,3.7166
9810884,ACH-000696,OV,2.8672,3.8429
9810884,ACH-000719,OV,6.0053,4.5037
9810884,ACH-000811,OV,3.5000,4.4078
9956222,ACH-000308,OV,2.4050,2.9847
9956222,ACH-000116,OV,1.9207,2.0604
9956222,ACH-000617,OV,2.3007,2.7794
9956222,ACH-000527,OV,2.2822,2.1118
9956222,ACH-000443,OV,0.7870,2.9234
9956222,ACH-000719,OV,2.7487,2.1968
9956222,ACH-000885,OV,3.3151,2.6571
9911830,ACH-000308,OV,0.8800,0.8806
9911830,ACH-000811,OV,0.4129,0.5865
9911830,ACH-000048,OV,0.0385,-0.1366
5494449,ACH-000906,OV,1.6990,2.2900
16725726,ACH-000001,OV,5.3629,5.5799
16725726,ACH-000291,OV,5.0851,4.2541
24772860,ACH-000906,OV,-2.1890,-1.5387
24772860,ACH-000132,OV,-0.9123,-1.0963
24772860,ACH-000001,OV,3.5027,2.4087
24772860,ACH-000527,OV,0.9508,-0.9304
24772860,ACH-000048,OV,-2.1133,-3.0178
447912,ACH-000116,OV,5.2270,4.5884
447912,ACH-000704,OV,3.7163,4.7370
5113032,ACH-000936,OV,6.0302,5.5370
5113032,ACH-000132,OV,6.0250,5.4029
5113032,ACH-000001,OV,5.7351,5.8678
5113032,ACH-000688,OV,6.6148,5.4693
5113032,ACH-000443,OV,6.8666,6.8653
5113032,ACH-000663,OV,5.9022,5.3352
66577006,ACH-000936,OV,5.9075,5.1329
66577006,ACH-000906,OV,3.3874,4.5613
66577006,ACH-000696,OV,3.8154,4.6561
66577006,ACH-000885,OV,5.5860,4.4227
11626560,ACH-000906,OV,2.7881,2.3679
3062316,ACH-000617,OV,-0.9667,-1.6244
9549184,ACH-000617,OV,-0.1791,1.0359
11844351,ACH-000617,OV,1.9874,2.1652
10461815,ACH-000906,OV,2.8333,2.8451
49836027,ACH-000906,OV,-1.7436,-1.3630
10172943,ACH-000906,OV,0.3719,-0.1633
10172943,ACH-000617,OV,-1.2979,-1.1793
9826308,ACH-000906,OV,-2.6839,-1.7028
4261,ACH-000906,OV,1.3357,0.6258
462382,ACH-000906,OV,-0.7344,-0.1143
65110,ACH-000023,PAAD,7.0508,7.8903
65110,ACH-000114,PAAD,8.1821,7.9506
6710780,ACH-000107,PAAD,-2.0000,-2.7403
6710780,ACH-000118,PAAD,-4.7060,-3.2012
6710780,ACH-000347,PAAD,1.6071,-1.9698
6710780,ACH-000155,PAAD,-3.0769,-3.5187
84691,ACH-000178,PAAD,2.9351,4.9081
84691,ACH-000042,PAAD,3.6398,2.7982
6253,ACH-000139,PAAD,-0.1323,-0.6188
6253,ACH-000114,PAAD,-1.3185,0.6896
6253,ACH-000332,PAAD,1.4546,1.9498
148124,ACH-000243,PAAD,-4.4897,-4.2795
148124,ACH-000139,PAAD,-6.1956,-6.5010
148124,ACH-000235,PAAD,-3.8013,-3.8690
148124,ACH-000417,PAAD,-4.0806,-4.3657
126941,ACH-000118,PAAD,1.5282,0.0731
123631,ACH-000535,PAAD,1.1911,0.8080
123631,ACH-000243,PAAD,0.5412,1.5295
123631,ACH-000114,PAAD,-0.0921,1.4158
5311,ACH-000417,PAAD,1.1859,1.3072
5311,ACH-000114,PAAD,1.5048,1.2934
644241,ACH-000222,PAAD,4.1259,3.6705
644241,ACH-000535,PAAD,3.5872,3.0063
644241,ACH-000599,PAAD,3.6128,2.9908
644241,ACH-000155,PAAD,2.6401,3.7651
6918454,ACH-000222,PAAD,1.6716,2.1614
6918454,ACH-000535,PAAD,2.3374,1.5676
6918454,ACH-000107,PAAD,1.9617,2.9488
6918454,ACH-000347,PAAD,4.3585,3.8774
6918454,ACH-000652,PAAD,0.6890,2.2302
6918289,ACH-000243,PAAD,-1.3478,-2.2636
6918289,ACH-000599,PAAD,-2.0939,-2.3402
6918289,ACH-000023,PAAD,-1.4115,-2.7991
6918289,ACH-000114,PAAD,-4.6866,-2.3291
6918289,ACH-000332,PAAD,0.5676,-0.4660
11960529,ACH-000535,PAAD,4.4025,4.0483
11960529,ACH-000139,PAAD,3.3452,3.7054
11960529,ACH-000235,PAAD,5.3686,4.6222
11960529,ACH-000347,PAAD,4.5744,4.9864
5328940,ACH-000535,PAAD,3.0461,1.5111
5328940,ACH-000320,PAAD,2.1923,0.8943
216326,ACH-000107,PAAD,4.8391,4.3308
216326,ACH-000139,PAAD,3.9472,3.7066
216326,ACH-000332,PAAD,4.8637,4.8318
6450551,ACH-000138,PAAD,2.4534,2.4280
6450551,ACH-000178,PAAD,2.4025,3.4975
6450551,ACH-000417,PAAD,3.2636,2.6833
6450551,ACH-000114,PAAD,3.1846,2.9989
11152667,ACH-000222,PAAD,-0.4150,0.5235
11152667,ACH-000042,PAAD,-1.2290,-0.3560
11152667,ACH-000235,PAAD,0.7444,0.7731
9943465,ACH-000178,PAAD,3.2720,3.4013
9943465,ACH-000118,PAAD,1.7102,2.7667
9943465,ACH-000652,PAAD,3.4537,2.7835
126565,ACH-000138,PAAD,0.8358,-1.1841
126565,ACH-000042,PAAD,-0.1616,-0.3326
126565,ACH-000599,PAAD,-0.6687,-0.9069
176158,ACH-000138,PAAD,3.9866,4.3239
176158,ACH-000243,PAAD,4.5300,4.3470
176158,ACH-000235,PAAD,6.2801,5.3877
176158,ACH-000320,PAAD,2.8020,3.1037
6505803,ACH-000107,PAAD,-1.5772,-0.8293
6505803,ACH-000060,PAAD,-0.7357,-1.3231
10341154,ACH-000042,PAAD,3.3665,2.6709
10341154,ACH-000139,PAAD,2.7356,2.8214
10341154,ACH-000417,PAAD,3.4099,3.2660
10341154,ACH-000320,PAAD,2.3906,1.8578
10341154,ACH-000332,PAAD,3.5670,4.0347
11667893,ACH-000222,PAAD,3.1798,3.3158
11667893,ACH-000107,PAAD,3.6860,3.2605
11667893,ACH-000060,PAAD,3.2463,2.9858
5278396,ACH-000222,PAAD,4.7221,4.3469
5278396,ACH-000599,PAAD,3.9069,4.2160
300471,ACH-000222,PAAD,-3.1069,-2.1186
300471,ACH-000107,PAAD,-0.2121,-2.9270
300471,ACH-000118,PAAD,-3.9995,-2.9101
300471,ACH-000139,PAAD,-3.3185,-4.0000
300471,ACH-000320,PAAD,-5.5003,-3.9155
24776445,ACH-000599,PAAD,5.2420,4.7849
10077147,ACH-000139,PAAD,1.4933,1.2649
10077147,ACH-000060,PAAD,3.3763,2.0763
11327430,ACH-000042,PAAD,1.1725,2.4624
11327430,ACH-000060,PAAD,2.3610,2.6375
11327430,ACH-000599,PAAD,3.6200,2.8616
10459196,ACH-000138,PAAD,4.5626,5.0250
10459196,ACH-000042,PAAD,4.8144,4.5860
10459196,ACH-000320,PAAD,3.3274,3.7734
10459196,ACH-000347,PAAD,6.2989,6.2112
156422,ACH-000535,PAAD,3.6585,4.2720
156422,ACH-000107,PAAD,5.1860,4.4367
156422,ACH-000118,PAAD,3.6756,4.3348
156422,ACH-000042,PAAD,3.0245,4.2090
156422,ACH-000599,PAAD,5.1902,4.3488
156422,ACH-000347,PAAD,3.7524,5.4461
156422,ACH-000332,PAAD,5.2642,4.6174
11624601,ACH-000222,PAAD,6.0882,5.3467
11624601,ACH-000178,PAAD,5.3676,5.5055
11624601,ACH-000042,PAAD,3.9166,4.4117
11624601,ACH-000652,PAAD,4.2692,4.3726
10384072,ACH-000222,PAAD,2.8584,3.2721
10384072,ACH-000243,PAAD,2.0959,2.4326
10384072,ACH-000118,PAAD,3.1567,2.2474
10384072,ACH-000235,PAAD,3.9120,2.4838
10384072,ACH-000060,PAAD,2.8125,1.9368
10384072,ACH-000347,PAAD,4.8639,3.7520
11433190,ACH-000535,PAAD,4.6601,3.4301
11433190,ACH-000243,PAAD,4.3399,3.8238
11433190,ACH-000060,PAAD,4.7971,3.3929
11433190,ACH-000320,PAAD,4.1014,2.7965
11433190,ACH-000114,PAAD,4.3464,4.1763
11433190,ACH-000652,PAAD,2.2993,3.2880
1401,ACH-000222,PAAD,4.2033,3.4381
1401,ACH-000139,PAAD,3.0788,2.8650
1401,ACH-000235,PAAD,3.7770,3.4755
1401,ACH-000114,PAAD,0.9973,3.1217
9914412,ACH-000107,PAAD,3.2668,3.1072
9914412,ACH-000599,PAAD,2.0628,2.8037
9914412,ACH-000320,PAAD,1.2247,0.9016
9914412,ACH-000114,PAAD,3.8176,3.2758
44450571,ACH-000107,PAAD,4.3375,3.8105
44450571,ACH-000138,PAAD,3.5865,3.0182
44450571,ACH-000118,PAAD,3.2840,3.8664
44450571,ACH-000235,PAAD,5.2025,4.1468
44450571,ACH-000320,PAAD,1.1938,2.8307
44450571,ACH-000652,PAAD,4.1305,3.5573
46930998,ACH-000535,PAAD,2.4188,1.6948
46930998,ACH-000107,PAAD,4.1000,1.8666
46930998,ACH-000243,PAAD,2.1636,1.9488
46930998,ACH-000599,PAAD,2.3053,1.6377
46930998,ACH-000347,PAAD,5.5125,2.7947
46930998,ACH-000332,PAAD,3.2841,2.4476
5330286,ACH-000139,PAAD,2.6437,0.7764
5330286,ACH-000347,PAAD,3.9431,3.7164
11977753,ACH-000178,PAAD,-3.0203,-2.1471
11977753,ACH-000118,PAAD,-1.5171,-2.3419
11977753,ACH-000139,PAAD,-2.5594,-3.2540
11977753,ACH-000060,PAAD,-2.3320,-2.8662
11977753,ACH-000599,PAAD,-3.3431,-2.8918
11977753,ACH-000347,PAAD,1.4640,-0.6022
25262965,ACH-000222,PAAD,0.0089,0.5291
25262965,ACH-000320,PAAD,-0.3674,-0.8576
25262965,ACH-000347,PAAD,2.8684,0.5894
25262965,ACH-000332,PAAD,1.0673,1.2391
46844147,ACH-000320,PAAD,2.5321,1.1203
9826528,ACH-000535,PAAD,-1.1102,-1.2961
9826528,ACH-000107,PAAD,-2.2290,-0.1151
9826528,ACH-000139,PAAD,-2.0677,-1.5605
9826528,ACH-000235,PAAD,-1.8971,-0.3254
9826528,ACH-000320,PAAD,-3.1581,-2.9422
2314623,ACH-000535,PAAD,3.6822,4.2433
2314623,ACH-000138,PAAD,4.6700,4.1293
2314623,ACH-000243,PAAD,4.1412,4.0736
2314623,ACH-000178,PAAD,4.7811,4.7012
2314623,ACH-000042,PAAD,3.9962,4.1319
9938202,ACH-000138,PAAD,5.1844,3.8795
9938202,ACH-000417,PAAD,4.2644,4.1544
9938202,ACH-000320,PAAD,4.3104,3.1954
9938202,ACH-000652,PAAD,4.0931,3.7550
9938202,ACH-000332,PAAD,4.9401,4.3359
85668777,ACH-000535,PAAD,6.9512,5.8572
85668777,ACH-000107,PAAD,5.3758,6.0195
